repeat,systimer,starId,starName,scaledPosXpx,scaledPosYpx,scaledPosZpx,posXpx,posXkm,posYpx,posYkm,posZpx,posZkm,velXpx,velXm,velYpx,velYm,velZpx,velZm,accelXpx,accelXm,accelYpx,accelYm,accelZpx,accelZm,momentumX,momentumY,momentumZ,orbitalAngularMomentumX,orbitalAngularMomentumY,orbitalAngularMomentumZ,spinAngularMomentumX,spinAngularMomentumY,spinAngularMomentumZ
3,0.030000,5,Mars,91.373108,2.951334,-0.025030,91.373108,91.373097,2.951334,2.951334,-0.025030,-0.025030,-0.000229,-6.616677,-0.000007,-0.213732,-0.834338,-24076.999100,-0.007643,-0.002553,-0.000247,-0.000082,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.030000,6,Phobos,94.973419,4.727314,-2.746081,91.375877,91.375890,2.952701,2.952703,-0.027123,-0.027125,-0.037682,-1080.623824,-0.018447,-526.477535,-0.895609,-25849.912064,-1.107933,-0.367376,-0.543004,-0.178846,0.831582,0.273513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.030000,7,Deimos,102.094696,8.552025,-1.844083,91.381355,91.381346,2.955643,2.955643,-0.026429,-0.026429,-0.006401,-184.657463,-0.003232,-93.198139,-0.880633,-25412.984007,-0.211849,-0.070731,-0.106920,-0.035689,0.034649,0.011565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.030000,8,Ceres,163.317734,30.546377,-0.018614,163.317734,163.317721,30.546377,30.546377,-0.018614,-0.018614,-0.000068,-1.968018,-0.000013,-0.368905,-0.620460,-17904.999888,-0.002273,-0.000759,-0.000426,-0.000142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.030000,9,Jupiter,312.184357,7.100807,-0.013587,312.184357,312.184341,7.100807,7.100807,-0.013587,-0.013587,-0.000020,-0.567132,-0.000000,-0.012889,-0.452913,-13069.999988,-0.000655,-0.000219,-0.000015,-0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.030000,10,Saturn,574.412659,24.928730,-0.010063,574.412659,574.412610,24.928730,24.928729,-0.010063,-0.010063,-0.000006,-0.167997,-0.000000,-0.007310,-0.335440,-9679.999999,-0.000194,-0.000065,-0.000008,-0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.030000,11,Uranus,1153.002075,15.556551,-0.007069,1153.002075,1153.002049,15.556551,15.556550,-0.007069,-0.007069,-0.000001,-0.041729,-0.000000,-0.000561,-0.235640,-6800.000000,-0.000048,-0.000016,-0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.030000,12,Neptune,1803.979004,55.683830,-0.005645,1803.979004,1803.979070,55.683830,55.683829,-0.005645,-0.005645,-0.000001,-0.017020,-0.000000,-0.000526,-0.188165,-5430.000000,-0.000020,-0.000007,-0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.030000,13,Pluto,2263.449463,698.923584,-0.004931,2263.449463,2263.449525,698.923584,698.923585,-0.004931,-0.004931,-0.000000,-0.009442,-0.000000,-0.002920,-0.164359,-4743.000000,-0.000011,-0.000004,-0.000003,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,0,Sun,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000973,0.000000,0.000028,-0.000000,-0.000000,0.000001,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,1,Mercury,23.052420,2.832523,-0.065649,23.052420,23.052419,2.832523,2.832523,-0.065649,-0.065649,-0.004704,-135.754032,-0.000578,-16.680714,-1.641223,-47361.806696,-0.117606,-0.039281,-0.014451,-0.004827,0.000335,0.000112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,2,Venus,43.323391,2.569331,-0.048542,43.323391,43.323388,2.569331,2.569331,-0.048542,-0.048542,-0.001355,-39.102429,-0.000080,-2.319210,-1.213544,-35019.978093,-0.033875,-0.011314,-0.002009,-0.000671,0.000038,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,3,Earth,60.000027,0.000000,-0.041279,60.000027,60.000025,0.000000,0.000000,-0.041279,-0.041279,-0.000706,-20.380561,0.000000,0.010409,-1.031963,-29779.993476,-0.017656,-0.005897,0.000009,0.000003,0.000011,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.040000,4,Moon,67.678253,0.691255,-0.112108,60.153591,60.153589,0.013825,0.013825,-0.042695,-0.042695,-0.001028,-29.673441,-0.000029,-0.840316,-1.067377,-30801.949946,-0.025706,-0.008586,-0.000728,-0.000243,0.000087,0.000029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
